"year","jupas_code","jupas_href","institute","prog_chi","prog_eng","prog_short","funding","req_min_chi","req_min_eng","req_min_ls","req_min_mathsc","prog_duration","prog_level","prog_interview","prog_intake","prog_url","req_min_desc","prog_contact","req_min_electivenote","req_min_electives","requires","apl_accept","apl_subjects","first_any","first_m1m2","first_bio","first_chem","first_phy","first_ict","first_bafsa","first_bafsb","first_econ","first_geog","first_chist","first_hist","first_clit","first_elit","first_mus","first_va","second_any","second_m1m2","second_bio","second_chem","second_phy","second_ict","second_bafsa","second_bafsb","second_econ","second_geog","second_chist","second_hist","second_clit","second_elit","second_mus","second_va","req_fixed_subjects","one_following_count","any_one","two_compulsory","any_two","hku_m1m2_workaround"
"2023",JS1019,https://www.jupas.edu.hk/tc/programme/cityu/JS1019,CityU,工商管理學士(資訊管理),BBA Information Management,BBAIFMG,UGC-funded,3,3,Attained,3,"4 years",Bachelor's Degree,Yes (on a selective basis),"10",https://www.cityu.edu.hk/admo/programmes/bba-information-management  https://www.cityu.edu.hk/is,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Miss Tania Yuenkei LAUAdmissions Tutor   Email: tania.lau@cityu.edu.hk,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1025,https://www.jupas.edu.hk/tc/programme/cityu/JS1025,CityU,管理科學系 [選項: 工商管理學士(商業決策分析)、工商管理學士(環球營運管理)],"Department of Management Sciences (options: BBA Business Decision Analytics, BBA Global Operations Management)",MS,UGC-funded,3,3,Attained,3,"4 years",Bachelor's Degree,Yes (on a selective basis),"24",https://www.cityu.edu.hk/admo/programmes/department-management-sciences-options-bba-business-decision-analytics-bba-global  https://www.cityu.edu.hk/ms,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Department of Management Sciences   Email: msgo@cityu.edu.hk    Tel: (852) 3442-8644,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1026,https://www.jupas.edu.hk/tc/programme/cityu/JS1026,CityU,工商管理學士(商業決策分析),BBA Business Decision Analytics,BBABDAN,UGC-funded,3,3,Attained,3,"4 years",Bachelor's Degree,Yes (on a selective basis),"24",https://www.cityu.edu.hk/admo/programmes/bba-business-decision-analytics  https://www.cb.cityu.edu.hk/ms/bbabda/intro,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Department of Management Sciences   Email: msgo@cityu.edu.hk    Tel: (852) 3442-8644,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1027,https://www.jupas.edu.hk/tc/programme/cityu/JS1027,CityU,工商管理學士(環球營運管理),BBA Global Operations Management,BBAGOM,UGC-funded,3,3,Attained,3,"4 years",Bachelor's Degree,Yes (on a selective basis),"24",https://www.cityu.edu.hk/admo/programmes/bba-global-operations-management  https://www.cb.cityu.edu.hk/ms/bbagom,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Department of Management Sciences   Email: msgo@cityu.edu.hk    Tel: (852) 3442-8644,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1041,https://www.jupas.edu.hk/tc/programme/cityu/JS1041,CityU,創意媒體學院 [選項: 文學士(創意媒體)、理學士(創意媒體)、文理學士(新媒體)],"School of Creative Media (options: BA Creative Media, BSc Creative Media, BAS New Media)",SCM,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"24",https://www.cityu.edu.hk/admo/programmes/school-creative-media-options-ba-creative-media-bsc-creative-media-bas-new-media  https://www.cityu.edu.hk/scm,"Notes for Elective Subject(s):""Attained with Distinction I or II"" in the following Applied Learning subjects may be accepted as one elective subject for JS1041:  Subjects under the following Applied Learning course clustersÂ (subject listÂ available at the Education Bureau website):  Design Studies Media Arts Performing Arts Films, TV and Broadcasting Studies Media Production and Public Relations Medical Science and Health Care Psychology Civil, Electrical and Mechanical Engineering Information Engineering Services Engineering Business Studies ('Data Application for Business' courseÂ only)   Portfolio Submission: HKDSE applicants who select JS1041 as their Band A or B choices are requested to submit a portfolio of creative works to the School of Creative Media (SCM) via an online system. Applicants who select the School as other band choices are also welcome to submit a portfolio of creative works. Details of the portfolio submission will be announced towards the end of 2023 via the Schoolâs homepage at www.scm.cityu.edu.hk/portfolio.",School of Creative Media   Email: smgo@cityu.edu.hk    Tel: (852) 3442-8049,"","","",1,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1111,https://www.jupas.edu.hk/tc/programme/cityu/JS1111,CityU,社會科學學士(犯罪學及社會學),BSocSc Criminology and Sociology,BSocScCRSO,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"20",https://www.cityu.edu.hk/admo/programmes/bsocsc-criminology-and-sociology  https://www.cityu.edu.hk/ss,"",Department of Social and Behavioural Sciences   Email: bsscrso@cityu.edu.hk,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1042,https://www.jupas.edu.hk/tc/programme/cityu/JS1042,CityU,文學士(創意媒體),BA Creative Media,BACM,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"20",https://www.cityu.edu.hk/admo/programmes/ba-creative-media  https://www.cityu.edu.hk/scm,"Notes for Elective Subject(s): ""Attained with Distinction I or II"" in the following Applied Learning subjects may be accepted as one elective subject for JS1042:  Subjects under the following Applied Learning course clusters (subject listÂ available at the Education Bureau website):  Design Studies Media Arts Performing Arts Films, TV and Broadcasting Studies Media Production and Public Relations Medical Science and Health Care Psychology Civil, Electrical and Mechanical Engineering Information Engineering Services Engineering Business Studies ('Data Application for Business' courseÂ only)   Portfolio Submission: HKDSE applicants who select JS1042 as their Band A or B choices are requested to submit a portfolio of creative works to the School of Creative Media (SCM) via an online system. Applicants who select the School as other band choices are also welcome to submit a portfolio of creative works. Details of the portfolio submission will be announced towards the end of 2023 via the Schoolâs homepage at www.scm.cityu.edu.hk/portfolio.Consideration may also be given to employment, travel and other examples of life experience.Â",School of Creative Media   Email: smgo@cityu.edu.hk    Tel: (852) 3442-8049,"","","",1,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1043,https://www.jupas.edu.hk/tc/programme/cityu/JS1043,CityU,理學士(創意媒體),BSc Creative Media,BScCM,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"27",https://www.cityu.edu.hk/admo/programmes/bsc-creative-media  https://www.cityu.edu.hk/scm,"Notes for Elective Subject(s):Â  ""Attained with Distinction I or II"" in the following Applied Learning subjects may be accepted as one elective subject for JS1043:Â   Subjects from the following Applied Learning course clustersÂ (subject listÂ available at the Education Bureau website):  Design Studies Media Arts Performing Arts Films, TV and Broadcasting Studies Media Production and Public Relations Medical Science and Health Care Psychology Civil, ElectricalÂ and Mechanical Engineering Information Engineering Services Engineering Business Studies ('Data Application for Business' courseÂ only)   Portfolio Submission: HKDSE applicants who select JS1043 as their Band A or B choices are requested to submit a portfolio of creative works to the School of Creative Media (SCM) via an online system. Applicants who select the School as other band choices are also welcome to submit a portfolio of creative works. Details of the portfolio submission will be announced towards the end of 2023 via the Schoolâs homepage at www.scm.cityu.edu.hk/portfolio.",School of Creative Media   Email: smgo@cityu.edu.hk    Tel: (852) 3442-8049,"","","",1,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1044,https://www.jupas.edu.hk/tc/programme/cityu/JS1044,CityU,文理學士(新媒體),BAS New Media,BAS,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"19",https://www.cityu.edu.hk/admo/programmes/bas-new-media  https://www.cityu.edu.hk/scm,"Notes for Elective Subject(s):Â  ""Attained with Distinction I or II"" in the following Applied Learning subjects may be accepted as one elective subject for JS1044:Â   Subjects from the following Applied Learning course clusters (subject listÂ available at the Education Bureau website):  Design Studies Media Arts Performing Arts Films, TV and Broadcasting Studies Media Production and Public Relations Medical Science and Health Care Psychology Civil, ElectricalÂ and Mechanical Engineering Information Engineering Services Engineering Business Studies ('Data Application for Business' courseÂ only)   Portfolio Submission: HKDSE applicants who select JS1044 as their Band A or B choices are requested to submit a portfolio of creative works to the School of Creative Media (SCM) via an online system. Applicants who select the School as other band choices are also welcome to submit a portfolio of creative works. Details of the portfolio submission will be announced towards the end of 2023 via the Schoolâs homepage at www.scm.cityu.edu.hk/portfolio.Consideration may also be given to employment, travel and other examples of life experience.Â",School of Creative Media   Email: smgo@cityu.edu.hk    Tel: (852) 3442-8049,"","","",1,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1051,https://www.jupas.edu.hk/tc/programme/cityu/JS1051,CityU,能源及環境學院 [選項: 工學士(能源科學及工程學)、工學士(環境科學及工程學)],"School of Energy and Environment (options: BEng Energy Science and Engineering, BEng Environmental Science and Engineering)",SEE,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"55",https://www.cityu.edu.hk/admo/programmes/school-energy-and-environment-options-beng-energy-science-and-engineering-beng  https://www.cityu.edu.hk/see,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Miss Michelle WONGExecutive Officer   Email: mmswong@cityu.edu.hk    Tel: (852) 3442-9481,"","","",0,"",,,3,3,3,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,1,,,
"2023",JS1052,https://www.jupas.edu.hk/tc/programme/cityu/JS1052,CityU,工學士(環境科學及工程學)與工商管理學士(金融),Bachelor of Engineering in Environmental Science and Engineering and Bachelor of Business Administration in Finance,BEngESE&BBAFIN,UGC-funded,3,3,Attained,3,"5 years",Bachelor's Degree,Yes (on a selective basis),"10",https://www.cityu.edu.hk/admo/programmes/bachelor-engineering-environmental-science-and-engineering-and-bachelor-business,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Miss Michelle WONGExecutive Officer   Email: mmswong@cityu.edu.hk    Tel: (852) 3442-9481,"","","",0,"",,,3,3,3,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,1,,,
"2023",JS1061,https://www.jupas.edu.hk/tc/programme/cityu/JS1061,CityU,法律學學士,Bachelor of Laws,LLB,UGC-funded,3,5,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"39",https://www.cityu.edu.hk/admo/programmes/bachelor-laws  https://www.cityu.edu.hk/slw,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subject (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Prof. Michael TSIMPLISProgramme Director   Email: lwllb@cityu.edu.hk,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1112,https://www.jupas.edu.hk/tc/programme/cityu/JS1112,CityU,社會科學學士(心理學),BSocSc Psychology,BSocScPSY,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"26",https://www.cityu.edu.hk/admo/programmes/bsocsc-psychology  https://www.cityu.edu.hk/ss,"",Department of Social and Behavioural Sciences   Email: bsspsy@cityu.edu.hk,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1062,https://www.jupas.edu.hk/tc/programme/cityu/JS1062,CityU,法律學學士與工商管理學士(會計),Bachelor of Laws and Bachelor of Business Administration in Accountancy,LLB&BBAAC,UGC-funded,3,5,Attained,3,"5 years",Bachelor's Degree,May require interview and/or test,"8",https://www.cityu.edu.hk/admo/programmes/bachelor-laws-and-bachelor-business-administration-accountancy  https://www.cb.cityu.edu.hk/ac/programmes/undergraduate/NEWProgrammeAndStream/DoubleDegreeProgramme/,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Prof. Michael TSIMPLISLLB Programme Director   Email: lwdoubledegree@cityu.edu.hk,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1071,https://www.jupas.edu.hk/tc/programme/cityu/JS1071,CityU,數據科學學院 [選項：理學士 (數據科學)、理學士 (數據與系統工程)],"School of Data Science (options: BSc Data Science, BSc Data and Systems Engineering)",SDSC,UGC-funded,3,3,Attained,3,"4 years",Bachelor's Degree,Yes (on a selective basis),"20",https://www.cityu.edu.hk/admo/programmes/school-data-science-options-bsc-data-science-bsc-data-and-systems-engineering  https://www.cityu.edu.hk/sdsc,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Prof. Lishuai LIProgramme Leader and Admissions Tutor   Email: sdscgo@cityu.edu.hk    Tel: (852) 3442-7887,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1072,https://www.jupas.edu.hk/tc/programme/cityu/JS1072,CityU,理學士(數據科學),BSc Data Science,BScDSC,UGC-funded,3,3,Attained,3,"4 years",Bachelor's Degree,Yes (on a selective basis),"30",https://www.cityu.edu.hk/admo/programmes/bsc-data-science  https://www.cityu.edu.hk/sdsc,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Prof. Xiang ZHOUProgramme Leader and Admissions Tutor   Email: sdscgo@cityu.edu.hk    Tel: (852) 3442-7887,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1074,https://www.jupas.edu.hk/tc/programme/cityu/JS1074,CityU,理學士(數據與系統工程),BSc Data and Systems Engineering,BScDSE,UGC-funded,3,3,Attained,3,"4 years",Bachelor's Degree,Yes (on a selective basis),"20",https://www.cityu.edu.hk/admo/programmes/bsc-data-and-systems-engineering  https://www.cityu.edu.hk/sdsc,"Notes for Elective Subject(s):  Besides Category A elective subjects, Mathematics extended modules (M1/M2) and Category C other language subjectÂ (at grade E or above) can also be used to meet the elective requirement. If students take both M1 and M2, they are counted as one subject only. Applied Learning (ApL) subjects are not counted as elective subjects.",Prof. Lishuai LIProgramme Leader and Admissions Tutor   Email: sdscgo@cityu.edu.hk    Tel: (852) 3442-7887,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1102,https://www.jupas.edu.hk/tc/programme/cityu/JS1102,CityU,社會科學學士(國際關係及全球事務),BSocSc International Relations and Global Affairs,BSocScIRGA,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"20",https://www.cityu.edu.hk/admo/programmes/bsocsc-international-relations-and-global-affairs  https://www.cityu.edu.hk/pia,"",Prof. Yuk Wah CHAN   Email: yukchan@cityu.edu.hk,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1103,https://www.jupas.edu.hk/tc/programme/cityu/JS1103,CityU,文學士(中文及歷史),BA Chinese and History,BACHIS,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"45",https://www.cityu.edu.hk/admo/programmes/ba-chinese-and-history  https://www.cityu.edu.hk/cah,"",Department of Chinese and History   Email: cah@cityu.edu.hk    Tel: (852) 3442-2054,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS1104,https://www.jupas.edu.hk/tc/programme/cityu/JS1104,CityU,文學士(英語語言),BA English,BAEN,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"25",https://www.cityu.edu.hk/admo/programmes/ba-english  https://www.en.cityu.edu.hk/,"",Department of English   Email: english@cityu.edu.hk    Tel: (852) 3442-8870,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
